traditional,simplified,pinyintone,pinyinnum,pinyinnone,tonenumber,MCbaxter,MCinitial,MCfinal,MCtone,MCipa,OC,gloss,GSR,HYDZD,rad,str,Unicode
銘,铭,míng,ming2,ming,2,meng,m-,-eng,ping,meŋ¹,*mˤeŋ,inscription,0826d,"64200,1",167,6,U+9298
鄍,鄍,míng,ming2,ming,2,meng,m-,-eng,ping,meŋ¹,*mˤeŋ,[place name],0841-,"63790,07",163,10,U+910D
冥,冥,míng,ming2,ming,2,meng,m-,-eng,ping,meŋ¹,*mˤeŋ,dark,0841a,"10304,1",14,8,U+51A5
鳴,鸣,míng,ming2,ming,2,mjaeng,m-,-jaeng,ping,mjæŋ¹,*m.reŋ,cry (of birds or animals),0827a,"74615,17",196,3,U+9CF4
明,明,míng,ming2,ming,2,mjaeng,m-,-jaeng,ping,mjæŋ¹,*mraŋ,bright,0760a,"21491,08",72,4,U+660E
名,名,míng,ming2,ming,2,mjieng,m-,-jieng,ping,mjieŋ¹,*C.meŋ,name,0826a,"10582,06",30,3,U+540D
命,命,mìng,ming4,ming,4,mjaengH,m-,-jaeng,qu,mjæŋ³,"*m-riŋ-s (dialect: *m-r- > *mr-, *-iŋ> *-eŋ)",command (n.),0762a,"10604,11",30,5,U+547D
謬,谬,miù,miu1,miu,1,mjiwH,m-,-jiw,qu,mjiw³,*m-riw-s (dialect: *m-r- > *mr-),"lie, error < 'twist the truth'",1069m,"64015,12",149,11,U+8B2C
磨,磨,mó,mo2,mo,2,ma,m-,-a,ping,ma¹,*mˤaj,"rub, grind",0017f,"42453,13",112,11,U+78E8
謨,谟,mó,mo2,mo,2,mu,m-,-u,ping,mu¹,*mˤ[a],deliberate (v.),0802l,"64004,09",149,11,U+8B28
模,模,mó,mo2,mo,2,mu,m-,-u,ping,mu¹,*mˤa,model,0802j,"21261,09",75,11,U+6A21
塺,塺,mò,mo4,mo,4,maH,m-,-a,qu,ma³,*mˤaj-s,dust,0017c,"10481,12",32,11,U+587A
磨,磨,mò,mo4,mo,4,maH,m-,-a,qu,ma³,*mˤaj-s,grinding stone,0017f,"42453,13",112,11,U+78E8
陌,陌,mò,mo4,mo,4,maek,m-,-aek,ru,mæk⁴,*[m]ˤrak,path between fields,0781g,"64125,05",170,6,U+964C
貉,貉,mò,mo4,mo,4,maek,m-,-aek,ru,mæk⁴,*mˤrak,a Northern tribe,0766h,"63911,12",153,6,U+8C89
莫,莫,mò,mo4,mo,4,mak,m-,-ak,ru,mak⁴,*mˤak,there is no X such that X …,0802a,"53217,15",140,7,U+83AB
莫,莫,mò,mo4,mo,4,mak,m-,-ak,ru,mak⁴,*mˤak,deliberate (v.) (loan),0802a,"53217,15",140,7,U+83AB
末,末,mò,mo4,mo,4,mat,m-,-at,ru,mat⁴,*mˤat,end of a branch,0277a,"21150,02",75,1,U+672B
沫,沫,mò,mo4,mo,4,mat,m-,-at,ru,mat⁴,*mˤat,"foam, spittle",0277b,"31578,02",85,5,U+6CAB
墨,墨,mò,mo4,mo,4,mok,m-,-ok,ru,mok⁴,*C.mˤək,ink,0904c,"10487,03",203,3,U+58A8
𠬛,𠬛,mò,mo4,mo,4,mwot,m-,-wot,ru,mwot⁴,*mˤut,"to dive, drown, die",0492a,"10393,05",29,2,U+20B1B
沒,没,mò,mo4,mo,4,mwot,m-,-wot,ru,mwot⁴,*mˤut,"to dive, drown, die",0492b,"31571,02",85,4,U+6C92
歿,殁,mò,mo4,mo,4,mwot,m-,-wot,ru,mwot⁴,*mˤut,"to dive, drown, die",0492c,"21382,17",78,4,U+6B7F
歾,歾,mò,mo4,mo,4,mwot,m-,-wot,ru,mwot⁴,*mˤut,die,0503k,"21382,15",78,4,U+6B7E
謀,谋,móu,mou2,mou,2,mjuw,m-,-juw,ping,mjuw¹,*mə,plan (v.),0948f,"63993,19",149,9,U+8B00
某,某,mǒu,mou3,mou,3,muwX,m-,-uw,shang,muw²,*məʔ,so and so; a certain,0948a,"21177,04",75,5,U+67D0
譕,譕,mú,mu2,mu,2,mju,m-,-ju,ping,mju¹,*m(r)a,advise,0103m,"64018,16",149,12,U+8B55
牡,牡,mǔ,mu3,mu,3,muwX,m-,-uw,shang,muw²,*m(r)uʔ,male,1063a,"31801,02",93,3,U+7261
母,母,mǔ,mu3,mu,3,muwX,m-,-uw,shang,muw²,*məʔ (? or *mˤoʔ),mother,0947a,"42380,03",80,1,U+6BCD
姆,姆,mǔ,mu3,mu,3,muwX,m-,-uw,shang,muw²,*məʔ,female teacher in harem,0947f,"21041,13",38,5,U+59C6
畮,畮,mǔ,mu3,mu,3,muwX,m-,-uw,shang,muw²,*məʔ (< mˤoʔ ?),Chinese acre,0947o,"42542,16",102,7,U+756E
畝,亩,mǔ,mu3,mu,3,muwX,m-,-uw,shang,muw²,*məʔ (< *mˤoʔ ?),Chinese acre,0949a,"42538,03",102,5,U+755D
幕,幕,mù,mu1,mu,1,mak,m-,-ak,ru,mak⁴,*mˤak,covering,0802o,"10749,07",50,11,U+5E55
目,目,mù,mu1,mu,1,mjuwk,m-,-juwk,ru,mjuwk⁴,*C.m(r)[u]k,eye,1036a,"42467,01",109,0,U+76EE
穆,穆,mù,mu1,mu,1,mjuwk,m-,-juwk,ru,mjuwk⁴,*m(r)iwk,harmonious,1035a,"42628,2",115,11,U+7A46
𡍬,𡍬,mù,mu1,mu,1,mjuwk,m-,-juwk,ru,mjuwk⁴,*mr[uk],concord,1023-,"10465,05",32,9,U+2136C
睦,睦,mù,mu1,mu,1,mjuwk,m-,-juwk,ru,mjuwk⁴,*mr[uk],concord,1032i,"42494,04",109,8,U+7766
牧,牧,mù,mu1,mu,1,mjuwk,m-,-juwk,ru,mjuwk⁴,*mək,"to herd, herdsman",1037a,"31803,19",93,4,U+7267
慕,慕,mù,mu1,mu,1,muH,m-,-u,qu,mu³,*(C.)mˤak-s,love; long for,0802h,"42340,03",61,11,U+6155
墓,墓,mù,mu1,mu,1,muH,m-,-u,qu,mu³,*C.mˤak-s,grave (n.),0802f,"10470,09",32,11,U+5893
募,募,mù,mu1,mu,1,muH,m-,-u,qu,mu³,*mˤak-s,summon,0802e,"10376,07",19,11,U+52DF
木,木,mù,mu1,mu,1,muwk,m-,-uwk,ru,muwk⁴,*C.mˤok,"tree, wood",1212a,"21149,06",75,0,U+6728
拏,拏,ná,na2,na,2,nrae,nr-,-ae,ping,ɳæ¹,*nˤra,handle (v.),0094b',"31847,07",64,5,U+62CF
挐,挐,ná,na2,na,2,nrae,nr-,-ae,ping,ɳæ¹,*nˤra,handle (v.),0094c',"31865,01",64,6,U+6310
內,内,nà,na4,na,4,nop,n-,-op,ru,nop⁴,*nˤ[u]p,bring or send in,0695e,"10097,02",11,2,U+5167
納,纳,nà,na4,na,4,nop,n-,-op,ru,nop⁴,*nˤ[u]p,bring or send in,0695h,"53373,08",120,4,U+7D0D
乃,乃,nǎi,nai3,nai,3,nojX,n-,-oj,shang,noj²,*nˤə(ŋ)ʔ,your,0945a,"10031,05",4,1,U+4E43
廼,廼,nǎi,nai3,nai,3,nojX,n-,-oj,shang,noj²,*nˤərʔ,then,0946-,"10404,08",54,6,U+5EFC
迺,迺,nǎi,nai3,nai,3,nojX,n-,-oj,shang,noj²,*nˤərʔ (MC irreg.),then,0946a,"63827,1",162,6,U+8FFA
乃,乃,nǎi,nai3,nai,3,nojX,n-,-oj,shang,noj²,*nˤəʔ,then,0945a,"10031,05",4,1,U+4E43
奈,奈,nài,nai4,nai,4,najH,n-,-aj,qu,naj³,*nˤa[t]-s,cope with,0318b,"10532,02",37,5,U+5948
耐,耐,nài,nai4,nai,4,nojH,n-,-oj,qu,noj³,*nˤə-s,endure,0982h,"42811,03",126,3,U+8010
難,难,nán,nan2,nan,2,nan,n-,-an,ping,nan¹,*nˤar,difficult,0152d,"64108,05",172,11,U+96E3
男,男,nán,nan2,nan,2,nom,n-,-om,ping,nom¹,*nˤ[ə]m,"man, male",0649a,"42529,05",102,2,U+7537
南,南,nán,nan2,nan,2,nom,n-,-om,ping,nom¹,*nˤ[ə]m,south,0650a,"10065,02",24,7,U+5357
戁,戁,nǎn,nan3,nan,3,nraenX,nr-,-aen,shang,ɳæn²,*nˤrarʔ,fear (v.),0152h,"42372,04",61,19,U+6201
難,难,nàn,nan4,nan,4,nanH,n-,-an,qu,nan³,*nˤar-s,difficulty,0152d,"64108,05",172,11,U+96E3
囊,囊,náng,nang2,nang,2,nang,n-,-ang,ping,naŋ¹,*nˤaŋ,"sack, bag",0730l,"10707,13",30,19,U+56CA
曩,曩,nǎng,nang3,nang,3,nangX,n-,-ang,shang,naŋ²,*nˤaŋʔ,in past times,0730k,"21542,04",72,17,U+66E9
夒,夒,náo,nao2,nao,2,naw,n-,-aw,ping,naw¹,*nˤu,a kind of monkey,--,"20871,23",35,16,U+5912
猱,猱,náo,nao2,nao,2,naw,n-,-aw,ping,naw¹,*nˤu,a kind of monkey,1105g,"21361,07",94,9,U+7331
獶,獶,náo,nao2,nao,2,naw,n-,-aw,ping,naw¹,*nˤu,a kind of monkey,1152b,"21375,09",94,15,U+7376
鐃,铙,náo,nao2,nao,2,nraew,nr-,-aew,ping,ɳæw¹,*[n]ˤrew,a kind of bell,1164r,"64253,12",167,12,U+9403
撓,挠,náo,nao2,nao,2,nraewX,nr-,-aew,shang,ɳæw²,*m-[q]ʰˤrewʔ,bend (v.); flinch,1164s,"31952,14",64,12,U+6493
撓,挠,náo,nao2,nao,2,nraewX,nr-,-aew,shang,ɳæw²,*nˤ<r>[a]wʔ,disturb,1164s,"31952,14",64,12,U+6493
橈,桡,náo,nao2,nao,2,nraewH,nr-,-aew,qu,ɳæw³,*[n]ˤrew-s,bent wood,1164p,"21286,08",75,12,U+6A48
腦,脑,nǎo,nao3,nao,3,nawX,n-,-aw,shang,naw²,*nˤ[u]ʔ,brain,1244f,"32100,07",130,9,U+8166
眲,眲,nè,ne4,ne,4,nreak,nr-,-eak,ru,ɳɛk⁴,*nˤrək,disdain,0981i,"42484,11",109,6,U+7732
訥,讷,nè,ne4,ne,4,nwot,n-,-wot,ru,nwot⁴,*nˤut,slow of speech,0695j,"63946,04",149,4,U+8A25
吶,呐,nè,ne4,ne,4,nywet,ny-,-jwet,ru,ȵwet⁴,*not,slow of speech,0695k,"10588,14",30,4,U+5436
餒,馁,něi,nei3,nei,3,nwojX,n-,-woj,shang,nwoj²,*nˤujʔ,"hungry, starve",0354d,"74457,03",184,7,U+9912
內,内,nèi,nei4,nei,4,nwojH,n-,-woj,qu,nwoj³,*nˤ[u]p-s,inside,0695e,"10097,02",11,2,U+5167
能,能,néng,neng2,neng,2,noj,n-,-oj,ping,noj¹,*nˤə,a kind of bear,0885a,"32074,01",130,6,U+80FD
能,能,néng,neng2,neng,2,nong,n-,-ong,ping,noŋ¹,*nˤə(ŋ),a kind of bear,0885a,"32074,01",130,6,U+80FD
能,能,néng,neng2,neng,2,nong,n-,-ong,ping,noŋ¹,*nˤə(ʔ) (~ *nˤəŋ),able; ability,0885a,"32074,01",130,6,U+80FD
麑,麑,ní,ni2,ni,2,mej,m-,-ej,ping,mej¹,*m-ŋˤe,fawn,0873o,"74733,06",198,8,U+9E91
泥,泥,ní,ni2,ni,2,nej,n-,-ej,ping,nej¹,*C.nˤ[əj],mud,0563d,"31595,08",85,5,U+6CE5
臡,臡,ní,ni2,ni,2,nej,n-,-ej,ping,nej¹,*nˤer,pickled meat with bones in it,0152l,"52934,08",130,19,U+81E1
尼,尼,ní,ni2,ni,2,nejX,n-,-ej,shang,nej²,*nˤərʔ,to stop,0563a,"20965,04",44,2,U+5C3C
泥,泥,ní,ni2,ni,2,nejH,n-,-ej,qu,nej³,*nˤər(ʔ)-s,"impeded, obstructed (Lunyu)",0563d,"31595,08",85,5,U+6CE5
尼,尼,ní,ni2,ni,2,nejH,n-,-ej,qu,nej³,*nˤərʔ-s,"to stop, obstruct",0563a,"20965,04",44,2,U+5C3C
倪,倪,ní,ni2,ni,2,ngej,ng-,-ej,ping,ŋej¹,*ŋˤe,young and weak,0873f,"10179,09",9,8,U+502A
尼,尼,ní,ni2,ni,2,nrij,nr-,-ij,ping,ɳij¹,*nr[əj],"near, close",0563a,"20965,04",44,2,U+5C3C
怩,怩,ní,ni2,ni,2,nrij,nr-,-ij,ping,ɳij¹,*nr[əj],ashamed,0563b,"42287,16",61,5,U+6029
擬,拟,nǐ,ni3,ni,3,ngiX,ng-,-i,shang,ŋi²,*[ŋ](r)əʔ (< uvular),"estimate, calculate",0956d,"31975,04",64,14,U+64EC
柅,柅,nǐ,ni3,ni,3,nrijX,nr-,-ij,shang,ɳij²,*n<r>[ə]rʔ,a stopper for carriages,0563c,"21189,09",75,5,U+67C5
柅,柅,nǐ,ni3,ni,3,nrijH,nr-,-ij,qu,ɳij³,*n<r>[ə]rʔ-s,a stopper for carriages,0563c,"21189,09",75,5,U+67C5
溺,溺,nì,ni4,ni,4,nek,n-,-ek,ru,nek⁴,*nˤewk,to sink in water,1123d,"31710,07",85,10,U+6EBA
屰,屰,nì,ni4,ni,4,ngjaek,ng-,-jaek,ru,ŋjæk⁴,*ŋrak,go against,0788a,"21021,09",45,3,U+5C70
逆,逆,nì,ni4,ni,4,ngjaek,ng-,-jaek,ru,ŋjæk⁴,*ŋrak,go against,0788c,"63833,02",162,6,U+9006
膩,腻,nì,ni4,ni,4,nrijH,nr-,-ij,qu,ɳij³,*nri[j]-s,oily,0564j,"32110,01",130,12,U+81A9
匿,匿,nì,ni4,ni,4,nrik,nr-,-ik,ru,ɳik⁴,*nr[ə]k,conceal,0777l,"10086,12",23,9,U+533F
䵒,䵒,nì,ni4,ni,4,nrit,nr-,-it,ru,ɳit⁴,*n<r>ik,adhere; a lady's clothes nearest to the body,0404g,"74760,04",202,4,U+4D52
䵑,䵑,nì,ni4,ni,4,nrit,nr-,-it,ru,ɳit⁴,*n<r>ik,glue,0456i,"74760,02",202,3,U+4D51
昵,昵,nì,ni4,ni,4,nrit,nr-,-it,ru,ɳit⁴,*n<r>ik,"close, intimate",0563f,"21504,02",72,5,U+6635
暱,暱,nì,ni4,ni,4,nrit,nr-,-it,ru,ɳit⁴,*n<r>ik,"close, intimate",0777n,"21528,04",72,11,U+66B1
年,年,nián,nian2,nian,2,nen,n-,-en,ping,nen¹,*C.nˤi[ŋ],harvest; year,0364a,"10037,06",51,3,U+5E74
輦,辇,niǎn,nian3,nian,3,ljenX,l-,-jen,shang,ljen²,*[r][a][n]ʔ,cart drawn by men,0215a,"53536,13",159,8,U+8F26
蹍,蹍,niǎn,nian3,nian,3,nrjenX,nr-,-jen,shang,ɳjen²,*[n]r[a][n]ʔ,trample,0201c,"63731,09",157,10,U+8E4D
念,念,niàn,nian4,nian,4,nemH,n-,-em,qu,nem³,*nˤim-s,think of,0670a,"42274,04",61,4,U+5FF5
鳥,鸟,niǎo,niao3,niao,3,tewX,t-,-ew,shang,tew²,*tˤiwʔ,bird,1116a,"74613,01",196,0,U+9CE5
尿,尿,niào,niao4,niao,4,newH,n-,-ew,qu,new³,*kə.nˤewk-s,urine,--,"20966,15",44,4,U+5C3F
溺,溺,niào,niao4,niao,4,newH,n-,-ew,qu,new³,*kə.nˤewk-s,urine,1123d,"31710,07",85,10,U+6EBA
齧,齧,niè,nie4,nie,4,nget,ng-,-et,ru,ŋet⁴,*[ŋ]ˤet,gnaw,0279e,"74792,08",211,6,U+9F67
闑,闑,niè,nie4,nie,4,nget,ng-,-et,ru,ŋet⁴,*ŋˤet,vertical post or pole,0285c,"74313,05",169,10,U+95D1
槷,槷,niè,nie4,nie,4,nget,ng-,-et,ru,ŋet⁴,*ŋˤet,vertical pole or post,0330h,"21272,1",75,11,U+69F7
孼,孼,niè,nie4,nie,4,ngjet,ng-,-jet,ru,ŋjet⁴,*ŋ(r)at,concubine’s son,0289g,"21020,08",39,16,U+5B7C
櫱,櫱,niè,nie4,nie,4,ngjet,ng-,-jet,ru,ŋjet⁴,*ŋ(r)at,(shoots from) tree stump,0289j,"21318,11",75,16,U+6AF1
闑,闑,niè,nie4,nie,4,ngjet,ng-,-jet,ru,ŋjet⁴,*ŋr[e]t,vertical post,0285c,"74313,05",169,10,U+95D1
踂,踂,niè,nie4,nie,4,nrjep,nr-,-jep,ru,ɳjep⁴,*n<r>ep,unable to walk,0632c,"63707,14",157,7,U+8E02
聶,聂,niè,nie4,nie,4,nrjep,nr-,-jep,ru,ɳjep⁴,*nrep,promise; whisper in one's ear,0638a,"42796,06",128,12,U+8076
躡,蹑,niè,nie4,nie,4,nrjep,nr-,-jep,ru,ɳjep⁴,*nrep,trample,0638b,"63750,1",157,18,U+8EA1
甯,甯,níng,ning2,ning,2,neng,n-,-eng,ping,neŋ¹,*nˤeŋ,peace,0837-,"20944,08",101,7,U+752F
寧,宁,níng,ning2,ning,2,neng,n-,-eng,ping,neŋ¹,*nˤeŋ,peace,0837a,"20949,05",40,11,U+5BE7
凝,凝,níng,ning2,ning,2,nging,ng-,-ing,ping,ŋiŋ¹,*[ŋ](r)əŋ (< uvular?),"freeze, coagulate",0956h,"10301,18",15,14,U+51DD
甯,甯,nìng,ning4,ning,4,nengH,n-,-eng,qu,neŋ³,*nˤ[e]ŋ-s,(place name in Zuozhuan),0837-,"20944,08",101,7,U+752F
佞,佞,nìng,ning4,ning,4,nengH,n-,-eng,qu,neŋ³,*nˤiŋ-s,clever,0838a,"10129,1",9,5,U+4F5E
牛,牛,niú,niu2,niu,2,ngjuw,ng-,-juw,ping,ŋjuw¹,*[ŋ]ʷə (< uvular?),ox,0998a,"31800,01",93,0,U+725B
狃,狃,niǔ,niu3,niu,3,nrjuwX,nr-,-juw,shang,ɳjuw²,*Cə.n<r>uʔ,animal tracks; claws,1076f,"21337,06",94,4,U+72C3
紐,纽,niǔ,niu3,niu,3,nrjuwX,nr-,-juw,shang,ɳjuw²,*n<r>uʔ,fastener,1076g,"53377,07",120,4,U+7D10
膿,脓,nóng,nong2,nong,2,nowng,n-,-owng,ping,nowŋ¹,*C.nˤuŋ,pus,1005h,"32116,07",130,13,U+81BF
農,农,nóng,nong2,nong,2,nowng,n-,-owng,ping,nowŋ¹,*nˤ[o]ŋ,agriculture; to farm,1005a,"63607,03",161,6,U+8FB2
濃,浓,nóng,nong2,nong,2,nrjowng,nr-,-jowng,ping,ɳjowŋ¹,*n<r>oŋ,thick (esp. as a liquid); strong (sc. drink),1005i,"31756,03",85,13,U+6FC3
弄,弄,nòng,nong4,nong,4,luwngH,l-,-uwng,qu,luwŋ³,*[r]ˤoŋ-s,"manipulate, play with",1180a,"10515,01",55,4,U+5F04
槈,槈,nòu,nou4,nou,4,nuwH,n-,-uw,qu,nuw³,*nˤok-s,"to hoe, to weed",1223e,"21263,01",75,10,U+69C8
耨,耨,nòu,nou4,nou,4,nuwH,n-,-uw,qu,nuw³,*nˤok-s,"to hoe, to weed",1223f,"42775,06",127,10,U+8028
奴,奴,nú,nu2,nu,2,nu,n-,-u,ping,nu¹,*nˤa,slave,0094l,"21024,07",38,2,U+5974
弩,弩,nǔ,nu3,nu,3,nuX,n-,-u,shang,nu²,*C.nˤaʔ,crossbow,0094z,"20994,05",57,5,U+5F29
怒,怒,nù,nu1,nu,1,nuX,n-,-u,shang,nu²,*C.nˤaʔ,angry,0094a',"42282,03",61,5,U+6012
怒,怒,nù,nu1,nu,1,nuH,n-,-u,qu,nu³,*C.nˤaʔ-s,"anger, angry; vigorous",0094a',"42282,03",61,5,U+6012
儺,傩,nuó,nuo2,nuo,2,na,n-,-a,ping,na¹,*nˤar,expel demons,0152k,"10238,16",9,19,U+513A
儺,傩,nuó,nuo2,nuo,2,na,n-,-a,ping,na¹,*nˤar,"rich, ample, fine, beautiful",0152k,"10238,16",9,19,U+513A
那,那,nuó,nuo2,nuo,2,na,n-,-a,ping,na¹,*nˤar,ample,0350a,"63760,04",163,4,U+90A3
儺,傩,nuó,nuo2,nuo,2,naX,n-,-a,shang,na²,*nˤarʔ,"rich, beautiful",0152k,"10238,16",9,19,U+513A
諾,诺,nuò,nuo4,nuo,4,nak,n-,-ak,ru,nak⁴,*nˤak,"agree, say yes",0777f,"63984,01",149,9,U+8AFE
女,女,nǚ,nü3,nü,3,nrjoX,nr-,-jo,shang,ɳjo²,*nraʔ,female,0094a,"21023,23",38,0,U+5973
籹,籹,nǚ,nü3,nü,3,nrjoX,nr-,-jo,shang,ɳjo²,*nraʔ,gjoX-nrjoX (a kind of cake),0094f,"53142,08",119,3,U+7C79
女,女,nǜ,nü4,nü,4,nrjoH,nr-,-jo,qu,ɳjo³,*nraʔ-s,give as a wife,0094a,"21023,23",38,0,U+5973
虐,虐,nüè,nüe4,nüe,4,ngjak,ng-,-jak,ru,ŋjak⁴,*[ŋ](r)awk,cruel,1118a,"42820,05",141,3,U+8650
區,区,ōu,ou1,ou,1,'uw,'-,-uw,ping,ʔuw¹,*qˤ(r)o,(a measure),0122a,"10087,1",23,9,U+5340
嘔,呕,ǒu,ou3,ou,3,'uwX,'-,-uw,shang,ʔuw²,*qˤ(r)oʔ,vomit,0122i,"10674,12",30,11,U+5614
藕,藕,ǒu,ou3,ou,3,nguwX,ng-,-uw,shang,ŋuw²,*C.ŋˤ(r)oʔ,lotus root,0124-,"53317,06",140,15,U+85D5
偶,偶,ǒu,ou3,ou,3,nguwX,ng-,-uw,shang,ŋuw²,*ŋˤ(r)oʔ,"pair, double",0124n,"10190,03",9,9,U+5076
耦,耦,ǒu,ou3,ou,3,nguwX,ng-,-uw,shang,ŋuw²,*ŋˤ(r)oʔ,pair (n.),0124o,"42774,08",127,9,U+8026
爬,爬,pá,pa2,pa,2,bae,b-,-ae,ping,bæ¹,*[b]ˤra,climb on all fours,0039-,"32031,05",87,4,U+722C
耙,耙,pá,pa2,pa,2,bae,b-,-ae,ping,bæ¹,*[b]ˤra,rake (n.),0039e,"42771,04",127,4,U+8019
拍,拍,pāi,pai1,pai,1,phaek,ph-,-aek,ru,pʰæk⁴,*mə-pʰˤrak,to strike,0782m,"31854,03",64,5,U+62CD
簰,簰,pái,pai2,pai,2,bea,b-,-ea,ping,bɛ¹,*Cə.[b]ˤre,raft,0874-,"53016,05",118,12,U+7C30
排,排,pái,pai2,pai,2,beaj,b-,-eaj,ping,bɛj¹,*[b]ˤrəj,push,0579x,"31895,03",64,8,U+6392
扳,扳,pān,pan1,pan,1,paen,p-,-aen,ping,pæn¹,*pˤran,pull forward,0262m,"31840,01",64,4,U+6273
攀,攀,pān,pan1,pan,1,phaen,ph-,-aen,ping,pʰæn¹,*pʰˤran,pull oneself up,0263d,"31978,04",64,15,U+6500
蟠,蟠,pán,pan2,pan,2,ba,b-,-a,ping,ba¹,*[b]ˤar,curl (v.),0195o,"42893,06",142,12,U+87E0
盤,盘,pán,pan2,pan,2,ban,b-,-an,ping,ban¹,*[b]ˤan,"tray, basin",0182e,"42568,03",108,10,U+76E4
蟠,蟠,pán,pan2,pan,2,ban,b-,-an,ping,ban¹,*[b]ˤar,curl (v.),0195o,"42893,06",142,12,U+87E0
畔,畔,pàn,pan4,pan,4,banH,b-,-an,qu,ban³,*m-pʰˤan-s,bank between fields,0181k,"42539,01",102,5,U+7554
判,判,pàn,pan4,pan,4,phanH,ph-,-an,qu,pʰan³,*pʰˤan-s,divide,0181d,"10331,05",18,5,U+5224
龐,庞,páng,pang2,pang,2,baewng,b-,-aewng,ping,bæwŋ¹,*[b]ˤroŋ,huge,1193-,"74804,07",53,16,U+9F90
彷,彷,páng,pang2,pang,2,bang,b-,-ang,ping,baŋ¹,*[b]ˤaŋ,bang-hwang hestitate,0740e',"20815,01",60,4,U+5F77
旁,旁,páng,pang2,pang,2,bang,b-,-ang,ping,baŋ¹,*[b]ˤaŋ,side; broad,0740f',"32179,02",70,6,U+65C1
傍,傍,páng,pang2,pang,2,bang,b-,-ang,ping,baŋ¹,*[b]ˤaŋ,beside; assist,0740m',"10205,06",9,10,U+508D
徬,徬,páng,pang2,pang,2,bang,b-,-ang,ping,baŋ¹,*[b]ˤaŋ,walk alongside,0740o',"20839,09",60,10,U+5FAC
蒡,蒡,páng,pang2,pang,2,bang,b-,-ang,ping,baŋ¹,*[b]ˤaŋ,(a kind of plant),0740r',"53269,01",140,10,U+84A1
雱,雱,páng,pang2,pang,2,phang,ph-,-ang,ping,pʰaŋ¹,*pʰˤaŋ,heavy snowfall,0740c',"64059,13",173,4,U+96F1
摽,摽,pāo,pao1,pao,1,phaew,ph-,-aew,ping,pʰæw¹,*pʰˤrew,cast aside,1157l,"31943,06",64,11,U+647D
匏,匏,páo,pao2,pao,2,baew,b-,-aew,ping,bæw¹,*[b]ˤru,gourd,1113f,"10542,04",20,9,U+530F
袍,袍,páo,pao2,pao,2,baw,b-,-aw,ping,baw¹,*m.[p]ˤu,long robe,1113i,"53084,06",145,5,U+888D
𧳏,𧳏,péi,pei2,pei,2,bij,b-,-ij,ping,bij¹,*[b]rə,"kind of wild cat (pron. in northern Yān 燕 and Cháoxiǎn 朝鮮, ap. Fāngyán)",0999-,"63912,08",153,7,U+27CCF
茷,茷,pèi,pei4,pei,4,bajH,b-,-aj,qu,baj³,*[b]ˤ[a][t]-s,"streamer, flutter",0307f,"53205,1",140,6,U+8337
佩,佩,pèi,pei4,pei,4,bwojH,b-,-woj,qu,bwoj³,*[b]ˤək-s,"to wear at girdle, pendants",0951a,"10150,07",9,6,U+4F69
肺,肺,pèi,pei4,pei,4,phajH,ph-,-aj,qu,pʰaj³,*pʰˤ[a][t]-s,"dense, luxuriant (sc. foliage)",0501g,"32047,02",130,4,U+80BA
配,配,pèi,pei4,pei,4,phwojH,ph-,-woj,qu,pʰwoj³,*pʰˤ[ə][j]-s,counterpart; be the counterpart of,0514a,"63574,03",164,3,U+914D
轡,辔,pèi,pei4,pei,4,pijH,p-,-ij,qu,pij³,*pr[i][t]-s,reins,1237y,"53561,09",159,15,U+8F61
盆,盆,pén,pen2,pen,2,bwon,b-,-won,ping,bwon¹,*[b]ˤə[n],"bowl, basin",0471s,"42558,07",108,4,U+76C6
亨,亨,pēng,peng1,peng,1,phaeng,ph-,-aeng,ping,pʰæŋ¹,*[p.qʰ]ˤraŋ,(loan for) to boil,0716b,"10284,03",8,5,U+4EA8
烹,烹,pēng,peng1,peng,1,phaeng,ph-,-aeng,ping,pʰæŋ¹,*[p.qʰ]ˤraŋ,boil (v.),0751a,"32207,04",86,7,U+70F9
彭,彭,péng,peng2,peng,2,baeng,b-,-aeng,ping,bæŋ¹,*C.[b]ˤraŋ,(place name),0750a,"20855,06",59,9,U+5F6D
朋,朋,péng,peng2,peng,2,bong,b-,-ong,ping,boŋ¹,*[b]ˤəŋ,set of cowries; friend,0886a,"32050,06",74,4,U+670B
篷,篷,péng,peng2,peng,2,buwng,b-,-uwng,ping,buwŋ¹,*C.bˤoŋ,awning; sail,1197-,"53003,11",118,11,U+7BF7
芃,芃,péng,peng2,peng,2,buwng,b-,-uwng,ping,buwŋ¹,*[b]ˤ[o]m,"luxuriant, bushy, thick",0625g,"53175,12",140,3,U+8283
逢,逢,péng,peng2,peng,2,buwng,b-,-uwng,ping,buwŋ¹,*bˤoŋ,sound of the drum,1197o,"63844,02",162,7,U+9022
邳,邳,pī,pi1,pi,1,bij,b-,-ij,ping,bij¹,*[b]rə,(place name),0999-,"63762,02",163,5,U+90B3
丕,丕,pī,pi1,pi,1,phij,ph-,-ij,ping,pʰij¹,*pʰrə,great,0999k,"10015,01",1,4,U+4E15
被,被,pī,pi1,pi,1,phje,ph-,-je,ping,pʰje¹,*mə-pʰ(r)aj,cover oneself with,0025e,"53085,11",145,5,U+88AB
披,披,pī,pi1,pi,1,phje,ph-,-je,ping,pʰje¹,*pʰ(r)aj,divide,0025j,"31861,01",64,5,U+62AB
